eid,labels
737762,2;1;1
82404,1;4;3
737765,1;1;1
737770,1;1;1
82414,1;4;3
737777,3;1;4
901623,2;1;1
737785,4;3;1
737786,3;4;4
756479,1;4;1
180734,1;1;2
311808,1;4;1
180737,1;1;1
737794,1;1;1
180739,1;1;1
737798,2;1;1
180747,1;1;1
901644,1;1;1
30125,4;4;4
243885,1;1;1
1327642,1;1;1
1098270,1;3;1
1258928,1;1;1
311843,1;1;1
1098276,2;2;1
737831,2;1;1
1098280,4;1;1
221276,2;1;1
1098285,1;2;2
1098286,1;2;2
1098287,1;2;2
1294896,1;2;1
901681,1;1;1
1098291,1;2;2
1327670,1;1;1
737849,2;1;1
221279,6;1;1
737853,2;1;1
737854,2;1;1
311872,1;2;2
180801,1;1;1
311874,1;2;2
180804,1;1;1
737865,1;1;1
737866,1;1;1
1294926,1;1;1
737872,1;1;1
270435,2;1;1
737878,1;1;1
279127,3;2;2
279134,1;1;1
279135,1;1;1
737892,1;1;1
737893,4;2;1
737894,3;4;4
737900,2;1;1
151142,4;2;4
180848,1;1;1
737909,1;1;1
690965,1;1;4
732715,1;3;2
953110,2;1;1
1098374,2;1;1
1098375,6;4;1
1098379,5;3;1
311948,1;1;2
1098381,2;1;1
1098385,1;1;1;1;1
1098386,1;1;1;1;1
1242564,2;1;1
82590,2;4;4
243141,1;1;1
1242567,1;1;1
1131185,3;1
1131186,3;1
213686,1;1;1
1295033,1;1;1
1295034,1;1;1
1295035,1;1;1
1295036,1;1;1
1295040,2;1;2
1295041,2;1;2
1098435,2;1;2
1295054,1;1;1
1295055,1;1;1
193999,4;2;3
1275344,1;4;3
901858,4;4;4;3;4
1295076,1;1;1
180970,1;1;1
180971,1;1;1
1275346,4;6;4
1098478,1;1;2
180975,1;1;1
1295094,1;1;1
1295097,1;4;1
1295098,1;1;1
901883,4;4;4
901886,4;4;4
1295108,1;1;1
1098501,4;4;4
1295111,1;1;2
1124189,1;1;1
39852,3;3;1
1275354,2;1;6
1295142,6;3;6
181050,1;3;1
181053,1;1;1
181055,1;4;1
1098567,2;1;1
82764,1;2;2
279374,6;2;3
279375,6;2;3
181072,1;1;1
82769,1;2;4
279378,6;2;3
1295197,2;1;4
1295198,2;1;4
1098591,1;1;1
1295210,1;1;1
1098603,1;1;1
1295212,1;1;1
869238,1;1;1
279416,1;4;2
1106068,1;1;1
1360762,6;6;1
869243,1;1;1
1098621,1;1;1
1098623,2;1;1
996777,4;4;4
181128,1;1;1
1360777,1;1;1
181130,1;1;1
1295250,1;2;1
279443,6;2;3
181151,1;1;1
541600,1;1;1
181157,1;1;1
115622,1;1;2
57500,1;1;1
1295275,1;1;1
115633,1;2;1
882163,1;4;1
181174,4;1;1
705467,1;1;1
705472,1;1;1
115651,1;2;2
181191,1;1;2
1127715,1;1;1
181194,2;1;4
181201,4;1;1
57507,1;1;1
740174,4;3;4
541655,1;1;1
1351844,2;2;2
46586,1;1;1
1295330,1;1;1
181223,1;1;1
181225,1;1;1
181228,1;1;1
181230,1;1;1
181232,1;1;1
181233,1;1;1
1262582,1;4;2
541687,1;1;1
115710,1;2;1
181248,1;1;1
181249,1;1;1
1262594,2;4;2
181257,1;1;1
1262602,4;4;2
967691,2;2;1
181266,4;2;4
181293,2;1;1
181294,1;6;1
320688,1;1;1
181299,2;1;1
82996,1;1;1
1308170,4;4;4
115785,1;1;1
115786,1;1;1
181323,1;6;1
181325,1;6;1
427214,3;3;5
541779,1;1;1
181334,1;6;1
541783,1;1;1
115801,1;1;1
181338,1;1;1
533054,1;1;1
115804,4;3;4
869474,1;1;1
221371,1;1;1
869478,1;1;1
869481,1;1;1
1188256,1;1;1
214126,1;6;1
214127,1;1;1
869488,1;1;1
1131635,1;1;1
1351870,1;4;4
115831,1;1;1
1131640,2;2;1
1131643,3;3;4
115837,1;1;1
1315138,1;1;1
2923,1;1;1
226838,1;1;1
1262729,1;4;4
967828,1;1;1
967832,1;1;1
738458,1;1;3
738459,1;1;2
947738,1;1;1
953200,2;1;2
115876,1;1;1
1351878,1;1;1
55546,1;1;1
1131702,1;1;1
1351882,1;2;1
1117903,1;4;1
2001781,4;4;3
83136,1;1;1
417995,1;1;1
541892,1;1;1
967888,1;6;2;1;1
869593,1;1;1
738523,1;1;1
869602,1;1;1
738533,1;1;1
83175,1;1;1
115948,4;4;4
1308592,3;4;4
115955,4;4;4
46633,1;1;1
1262841,1;4;2
685610,1;4;1
115968,4;4;4
83203,1;1;1
83204,1;1;1
83205,1;1;1
1095212,4;4;2
1131786,3;3;4
738578,1;1;1
1131800,3;3;4
1262873,4;3;1
1248134,4;4;4
116011,1;1;1
1286365,2;1;1
1242675,1;1;1
1286366,2;1;1
914996,1;1;2
1308215,1;2;1
1131852,1;1;1
1131853,2;1;1
1131854,1;1;1
83279,1;1;1
542044,1;1;1
226875,4;1;6
416312,1;1;1
116087,2;1;1
542072,1;1;1
83322,4;1;3
1361275,1;1;1
1131905,2;1;2
1131907,2;1;2
57581,1;1;1
542096,1;2;1
83351,1;1;1
542105,1;1;1
83358,1;6;1
83359,1;6;1
1361314,1;1;1
869796,1;5;1
542117,1;1;1
542120,1;1;1
1242695,6;1;6
745716,2;1;5
116154,1;1;1
116156,2;2;1
1263037,3;4;4
83393,1;2;1
542146,1;1;1
161355,1;1;1
1263044,3;4;4
1263047,3;4;4
1361355,1;1;1
1131984,1;1;1
1131986,1;1;1
1275471,1;1;1
221435,1;1;1
869862,1;4;2
898641,5;4;4
83433,1;1;1
243003,6;1;1
542188,2;1;1
2005002,1;1;2
1266307,1;1;1
83446,1;3;1
542200,1;1;1
771582,1;1;1
771586,1;1;1
869895,2;1;1
869897,2;1;1
116433,1;1;1
869909,4;1;4
771606,1;1;1
542231,1;1;1
1216285,4;1;1
83485,1;1;2
83486,1;1;2
1286406,1;4;2
771622,2;3;1
542247,1;2;1
542250,2;1;1
771629,1;1;1
771631,2;3;1
771633,1;1;1
83511,4;1;3
83514,4;1;1
1259103,2;1;3
756661,3;3;3
83520,1;1;1
1263172,4;4;4
1263173,2;4;4
1263175,4;1;6
116297,3;4;2
116298,3;4;2
1263184,4;3;4
1263189,4;4;4
83544,2;1;1
1263193,1;1;1
1122575,4;4;1
161382,1;1;1
1263211,1;1;1
1263213,2;4;4
116337,1;1;2
1132146,4;4;4
1263222,1;1;1
116348,1;1;1
214657,1;1;1
116370,2;1;2
1361558,1;1;3
1361559,1;1;3
1132189,4;4;4
83614,2;3;1
1132193,1;4;4
214695,1;1;1
1263272,1;1;1
1132201,1;2;1
83627,2;3;1
1132205,4;4;4
1123977,1;1;1
214711,2;1;1
83643,1;1;1
83644,1;1;1
1132223,1;4;4
226934,1;1;1
771791,1;2;1
771793,1;1;1
116439,2;1;1
739032,4;4;4
116441,2;1;1
738208,1;1;1
1132260,4;4;4
83692,1;1;1
893149,1;1;2
1263347,4;4;4
116468,1;1;1
214773,1;1;1
1263351,2;3;2
1263353,2;3;2
1263354,4;4;4
1263355,4;4;4
1361660,2;3;1
1361665,1;1;1
1361670,1;1;2
1361679,1;1;2
116496,1;3;1
161411,1;1;1
280343,1;5;1
1263385,3;4;4
1263388,4;1;6
1263389,3;4;4
116510,1;1;1
116511,1;3;1
902945,1;1;1
902946,1;4;4
975153,2;2;1
1361704,1;1;1
1361705,1;1;1
1361706,1;1;1
1361707,1;1;1
214829,1;1;1
902958,1;6;4
83761,2;2;1
83762,1;4;2
83763,2;2;1
725718,1;1;1
1263414,3;4;4
1259145,1;2;1
83768,2;2;1
214841,1;1;1
1263418,4;3;4
1209994,1;1;1
1263423,4;3;4
771914,3;1;1
771915,3;1;1
1263443,4;4;4
1263452,1;1;1
1263453,1;1;1
116574,1;3;2
116575,3;1;1
116577,3;1;1
1263458,1;1;1
116582,1;1;1
116583,1;1;1
116584,1;1;1
116585,6;3;1
116586,1;1;1
116587,2;3;1
1034092,1;1;1
1034095,1;1;1
116593,1;1;1
116594,2;1;1
320310,6;2;1
83829,1;1;1
83830,1;1;1
116601,1;1;1
1034109,1;1;1
83846,4;1;1
83847,1;1;1
771980,1;1;1
1361809,2;1;1
1263508,1;1;1
771993,1;4;1
83867,1;1;1
116637,1;1;1
116638,2;1;1
244097,1;1;1
1263520,1;1;1
116641,4;4;3
575396,1;1;1
83879,1;1;1
321403,1;1;1
575404,1;1;1
772018,1;1;1
83891,3;1;2
292510,1;6;1
1263544,4;4;5
1263546,4;4;5
1263547,4;4;5
1263548,1;4;2
1263549,3;4;4
1263552,1;4;2
1361859,2;1;3
1361860,2;1;3
83913,1;1;1
1263568,3;1;1
1361874,1;1;1
83925,3;4;2
83928,1;1;1
575453,6;1;1
83934,3;1;1
1263583,3;1;2
1361888,1;1;1
83937,1;1;1
739300,1;1;3
229750,1;1;2
772070,1;1;1
739305,1;1;1
772076,1;1;1
1263603,3;4;4
1165300,1;2;1
575479,2;1;1
83960,1;1;1
739321,1;3;3
1263611,4;4;4
416334,6;4;3
1263613,1;1;1
1263616,4;4;4
1263617,4;4;4
1263620,4;4;4
1263621,4;1;1
1263622,4;1;1
931501,4;4;4;4;4
931503,4;1;4;4;4
19461,1;1;1
825509,4;4;4
78085,2;1;6
739367,1;1;1
1302876,1;1;1
280620,4;4;4
964274,1;1;2;1;1
1165366,1;1;1
1263671,1;1;1
1263672,1;1;1
1263673,1;1;1
739388,1;1;2
725126,1;1;1
739392,1;1;3
1263683,2;4;4
756769,1;1;1
18509,6;6;6
1263695,3;4;1
1263701,3;4;1
739414,1;4;1
1165406,1;1;1
1302885,2;2;1
18529,1;1;6
18532,6;6;6
227004,1;1;1
1362027,1;1;1
772205,1;1;1
1210045,6;1;3
772209,1;2;1
1165429,1;1;1
84087,1;6;6
1263736,2;4;4
18554,1;6;1
18556,1;6;1
84095,1;1;1
682020,1;1;1
401772,4;6;1
84117,1;1;1
84119,1;1;1
1165465,1;3;1
84123,1;1;1
1165468,1;3;1
772254,1;1;1
772256,3;1;1
772259,1;1;1
772260,1;1;1
1034415,1;1;4
575666,4;2;4
450931,1;1;1
772279,1;2;2
772280,1;2;2
18619,1;6;1
18621,1;6;1
975221,3;2;1
772292,1;1;1
772293,1;1;1
772294,1;1;1
772295,2;1;1
772296,2;1;1
1263825,1;1;1
1362132,1;1;1
575705,1;1;1
1296607,1;1;1
739558,1;3;3
177874,1;2;1
575731,1;1;1
1263862,1;1;1
575738,1;1;1
1242328,1;6;1
418176,1;1;1
575747,1;1;1
18692,1;1;1
1242838,6;1;1
280848,1;1;1
1296661,1;1;1
1144537,1;2;3
1296672,1;1;1
18721,1;1;2;1;1;1
969002,1;1;2;1;1
739627,1;1;2
28993,6;1;1
162111,2;1;1
161502,1;2;1
772424,1;4;1
1188236,1;1;1
18772,6;6;6
1291578,1;1;1
1296727,1;1;1
1259237,1;1;1
772452,1;1;1
321418,1;1;1
18799,6;1;6
772464,1;1;1
772466,1;1;1
772468,1;1;1
772469,1;1;1
772470,1;1;1
18807,1;1;1
772474,1;1;1
161514,1;1;1
280960,1;2;1
280961,1;1;1
280963,6;2;6
280965,1;1;1
280971,1;1;6
18828,1;4;1
18829,1;6;1
1296782,1;1;1
280975,1;1;1
320328,1;1;1
1270168,3;4;4
887875,1;6;1
280981,2;1;1
1296795,2;1;3
1296796,1;2;3
1362336,1;1;1
280993,1;1;1
162048,1;1;1
1296807,4;1;4
281014,1;1;1
281022,2;1;1
975264,3;2;1
1149951,1;4;1
1270177,3;4;4
772558,1;2;1
772559,1;3;1
1100242,1;6;1
1264087,1;1;1
895356,2;1;2
1100250,1;1;1
281053,1;1;1
1100254,1;1;2
281057,1;1;1
1362404,3;1;4
281063,1;1;1
1296873,1;1;1
145149,4;4;4
1165812,1;2;1
281077,1;1;1
1165814,1;1;1
1100279,1;1;1;1;1
1133057,1;1;1
1296899,1;2;2
145153,2;4;4
18953,6;6;6
18954,6;6;6
281100,1;1;1
145154,4;4;4
18961,1;1;3
772626,4;2;1
1362452,3;1;4
1296917,1;2;4
1133081,1;1;1
18970,1;6;6
1296924,1;1;1
18975,1;2;1
1133088,1;1;1
401840,1;1;1
1296931,2;1;3
1296933,4;2;4
772649,1;1;1
281132,1;1;1
769879,1;3;6
1297502,1;1;1
145161,4;4;4
281144,1;1;1
1296957,1;1;1
19009,6;6;6
1296965,1;1;1
1296966,1;1;1
177932,1;1;1
19018,1;1;2
19019,1;6;6
1133135,1;1;1
19029,1;6;6
1133142,1;2;1
1296983,1;1;1
1296984,1;1;1
179579,6;1;6
1259280,1;1;1
772727,1;1;1
19068,1;6;1
281215,4;1;2
1264257,1;2;4
84610,1;1;1
772742,1;1;1
1313901,1;2;1
1133201,1;1;2
1297042,1;1;1
1100435,2;1;1
1297045,1;1;1
84630,2;1;1
1297047,1;1;1
1264281,2;1;1
1264282,2;1;1
903837,1;1;1
903838,1;1;1
19105,1;1;1
1297058,1;1;1
19111,1;1;1
1133225,1;1;1
1122759,4;4;4
84654,1;4;2
84659,1;1;1
1100469,1;1;2
1100470,1;1;2
84664,1;1;1
19130,1;1;1
84667,4;1;1
84669,1;1;1
1133248,1;1;1
145185,4;4;4
84686,1;1;1
84687,1;1;1
84692,1;1;1
19159,1;4;3
772824,1;1;2
84699,1;1;1
1122768,4;4;4
84712,1;1;1
243496,1;1;2
1100532,1;1;1;2;1
3198,4;1;2
772861,1;1;1
772870,3;1;1
772878,1;1;1
772879,1;1;1
772902,1;1;1
772903,1;1;1
1100584,1;1;1
178495,5;2;3
401887,1;1;1
740156,2;1;3
772927,1;1;1
772932,1;1;1
740169,2;2;4
162129,2;1;1
1133394,1;1;1
762339,1;1;1
740181,4;1;2
772952,1;1;1
532964,6;1;1
1133408,1;1;1
1133411,1;1;1
772969,3;1;1
161599,1;2;1
543612,1;1;1
1133446,1;1;1
740231,2;2;4
740232,2;2;4
904073,4;2;4
1133456,1;1;1
740243,2;1;3
773018,2;1;1
145225,4;4;4
904131,4;3;4
904135,4;6;4
243532,1;1;1
1100746,1;1;1
1100749,1;1;1
1002447,1;1;1
1100755,1;1;1
1100756,1;1;1
543701,1;1;1
84959,1;3;1
904162,4;4;1
730613,4;1;4
904175,4;1;6
904176,4;1;4
773107,1;1;1
19444,1;1;1
1248425,1;1;2
773114,4;4;1
904194,4;4;1
904195,4;4;4
904197,4;4;4
904198,4;4;4
755710,4;4;1
904215,4;2;4
52399,4;2;1
19495,1;1;1
19500,1;1;1
19506,6;2;1
898910,1;1;1
19521,2;1;4;2;2
1293639,2;1;1
19534,1;1;1
19540,1;1;1
1297493,1;1;1
1297498,1;1;1
19547,1;1;1
19548,1;3;1
19550,1;1;1
1297503,1;1;1
152318,2;1;1
1297506,1;1;1
19558,1;1;2
1297514,2;1;1
1100916,1;1;1
1100919,2;2;3;2;2
41492,1;1;1
19579,1;2;1
41493,1;1;1
34477,1;1;1
19586,1;1;1
1128300,1;1;1
401946,1;1;1
434715,1;1;1
52396,3;4;1
1297581,2;1;1
19631,1;1;1
1155614,2;1;1
904374,4;4;4
904376,4;4;4
1297595,5;4;6
52413,1;1;1
75942,3;4;4
822476,1;1;2
19660,1;1;1
347347,1;1;1
19668,1;1;1
19669,1;1;1
19670,1;1;1
347351,1;1;1
41508,4;3;4
314588,1;1;2
314589,1;1;2
19678,1;1;1
281823,1;2;6
281824,1;4;2
281827,1;2;6
281828,1;2;6
19691,1;1;1
19698,2;1;1
314612,1;1;1
314620,1;1;1
314621,1;1;1
2002133,2;1;1
19715,1;1;1
773381,4;4;1
1264906,2;1;1
19726,1;1;1
19729,3;6;4
19730,1;1;1
19731,1;1;1
1297688,1;4;1
1297694,3;1;1
314656,1;3;3
314660,1;1;1
1297710,1;1;1
1297715,1;1;1
281822,1;4;2
763358,1;1;1
904506,1;4;4
904507,1;4;4
904508,1;4;4
281919,4;4;3
281923,4;4;3
281934,1;1;1
1297743,5;4;4
1264976,1;1;2
1188408,1;1;1
3300,1;1;1
19803,3;1;2
281948,4;4;3
1264989,1;1;1
19811,5;1;1
1265004,6;1;1
1265005,1;5;1
135960,1;1;1
19823,1;1;1
773491,1;1;3
314741,1;1;1
19832,1;4;2
314745,1;1;1
314753,1;1;1
1265027,1;1;1
1297806,3;6;1
52623,1;1;1
773520,4;3;4
282003,1;1;1
282004,1;1;1
19862,1;1;1
1265048,1;1;1
1265051,1;1;1
19868,6;2;1
19873,2;1;4;5;3
276379,2;6;2
773545,2;1;1
773546,1;1;1
19883,1;3;1
19884,1;1;1
52655,1;1;1
773554,3;4;2;4;1
773555,3;4;1;4;1
19895,1;1;1
1265083,1;1;1
1265086,1;1;1
1265087,1;5;1
179608,1;1;1
773573,1;1;2
282057,6;4;1
1265099,1;5;1
1101262,1;1;1
1265112,1;1;1
19930,1;1;1
1265125,1;1;1
1265128,1;1;1
226868,2;1;6
1265130,1;1;1
1134061,1;6;1
1265139,4;2;3
1265140,4;3;3
19958,2;1;6;6;2
1134071,3;1;1
1134073,2;1;1
1265146,4;3;3
1265147,3;6;6
19964,1;1;1
1139285,1;1;1
1134105,1;1;1
1319514,2;1;1
1134113,1;1;1
20003,1;6;1
1134127,1;1;1
20016,3;6;4
20019,1;1;1
20020,1;1;1
746078,4;1;4
19722,1;1;1
773716,1;1;1
151130,1;1;3
151131,1;1;2
151132,4;2;4
85597,1;2;2
282206,4;2;4
773727,3;4;2;4
773728,3;4;2;4;2
151137,4;2;4
85602,1;2;2
773732,4;3;4
746086,2;3;1
773734,1;1;3
20071,1;1;1
20073,1;1;1
151149,1;1;1
1101422,1;1;1
282234,1;1;6
20091,3;1;1
282239,1;4;4
20097,1;1;2
151172,1;1;1
2003984,2;4;4
151175,1;4;3
151176,3;4;2
2002199,1;1;1
292802,2;1;1
164339,4;3;4
773776,1;1;1
742638,1;1;2
1188463,2;1;1
20124,1;4;1
315039,1;1;1
315041,1;1;1
315042,1;1;1
151208,1;1;1
315049,1;1;1
1101487,1;1;2
533107,1;1;1
315062,1;1;2
315063,2;1;1
315064,1;1;1
315065,2;1;1
315066,1;1;1
20155,1;1;1
315068,1;1;1
315069,1;4;2
315071,1;4;3
970432,3;3;1
315075,1;1;1
1303158,3;2;4
151238,1;1;1
20167,1;1;1
315080,1;1;1
1101514,2;1;1
888098,1;1;1
315088,1;1;6
315089,2;3;4
321464,2;4;3
1101525,1;1;1
315099,1;1;1
1101534,1;1;1;2;1
1114716,1;1;1
282338,4;6;4
773859,1;1;1
282340,4;6;4
282341,4;6;4
282342,4;6;4
85737,1;2;1
151274,1;2;1
151275,1;2;1
151285,1;1;1
1134328,4;1;2
1248554,3;1;1
315135,4;1;4
107136,1;6;6
1248555,3;1;1
315140,4;1;4
151303,2;1;1
315148,4;1;4
732822,1;1;1
151311,1;1;1
151318,2;1;1
151319,1;1;1
151322,1;1;1
145370,4;1;4
315169,1;1;1
315170,1;1;1
1030107,3;1;3;1;3
315172,1;1;1
315173,6;1;1
85806,1;1;1
145373,4;1;4
59596,1;1;1
151352,2;1;1;1;1
1073802,1;4;4
151358,2;1;1;1;1
315199,2;3;4
773952,2;1;1
315204,1;1;1
1101642,1;1;1
85840,4;1;3
151379,1;1;1
151380,4;4;4
315221,1;1;1
151383,2;1;1
151388,3;1;1
1112039,2;2;4
53105,1;1;1
85875,4;4;4
151412,1;1;1
1101690,1;2;1
1101692,1;2;1
970634,1;2;2
151452,1;4;2
953669,2;1;1
151458,1;1;1
151475,3;4;2
151477,1;4;2
177443,1;1;1
19790,1;1;1
806871,4;4;4
151519,1;4;2
1117520,1;1;1
1209653,1;1;1
348168,1;1;1
3415,1;1;1
1144834,1;2;1
151566,2;1;1
348178,1;1;1
348180,1;1;1
348181,1;1;1
348182,1;1;1
315415,1;1;1
315416,1;1;1
161796,2;1;1
970786,1;1;1
1144838,1;2;1
1264988,1;1;1
899080,2;1;1
315444,1;1;1
899081,3;1;1
151611,3;1;1
145418,1;1;1
774207,1;1;1
774217,1;1;1
774218,1;1;1
774219,1;1;1
774225,1;1;1
348242,1;1;1
970850,1;6;1
774243,1;4;1
774245,1;1;1
774246,1;1;1
904141,4;6;4
151660,4;1;4
1259538,1;2;1
899092,1;1;5
1209658,1;1;1
2002285,6;1;1
1331353,2;4;4
151708,1;1;1
151710,1;1;1
1265011,1;1;1
774327,1;3;1
807096,1;1;1
757108,4;4;4
807102,1;1;3
807112,1;1;1
1103821,2;6;2
774347,1;1;1
774351,1;1;1
1265016,1;5;1
315603,4;1;2
315604,4;1;1
276516,1;1;1
899110,1;1;1
774381,1;1;1
774384,1;1;1
774392,4;3;2
90836,1;1;2
774396,2;1;1
774398,1;1;1
151808,4;2;4
1280586,1;1;1
773505,6;1;3
315657,4;1;1
315658,4;1;1
1331469,2;4;4
282894,1;4;2
1134863,4;4;4
1134869,4;1;1
151267,1;2;1
1281412,1;1;1
276527,1;1;1
971039,1;1;1
1134880,6;1;6
178224,4;2;2
1134882,1;1;2
1134888,1;1;1
1134902,6;1;6
1134904,3;4;1
774458,3;4;4
151868,4;4;1
1134915,1;6;2
151876,4;4;1
151883,1;1;1
151884,1;1;1
434914,2;1;1
1209665,1;1;1
151888,1;6;1
1134929,1;1;1
151893,1;1;1
151896,1;6;1
151901,4;2;2
151902,4;2;2
151903,4;2;2
1298796,6;4;4
1134960,1;6;2
774513,2;1;1
774514,2;1;1
774515,2;1;1
151930,2;1;3
1134971,1;1;1
1134972,1;1;1
1134973,3;1;4
243776,1;1;1
151940,2;1;3
774533,3;1;1
953751,1;1;1
1299140,6;3;6
424004,1;1;1
151963,1;1;1
1135004,3;1;4
151968,1;1;1
151969,1;1;1
151970,1;1;1
151973,1;1;1
757148,4;4;4
730662,2;1;1
1281437,1;3;4
151984,4;4;1
1117598,1;1;1
151995,1;1;1
152000,1;1;1
953761,4;4;3
774601,1;2;1
1102291,1;1;2
178254,4;2;2
152033,1;1;1
152034,1;1;1
152035,1;1;1
757158,1;3;1
757160,1;3;1
822697,4;4;4
1135097,1;1;1
971258,1;1;1
2002346,1;2;1
757163,1;1;1
348676,1;1;1
1135109,2;1;2
774667,3;1;1
1298956,4;4;4
1298957,4;4;4
145496,1;2;1
1102355,1;1;1
1102356,1;1;1
152090,1;1;1
774683,1;1;1
152094,1;1;1
1266208,6;1;4
1266209,6;1;4
822705,1;1;1
152104,1;1;1
152106,1;1;1
145501,1;1;1
414257,1;1;2
1135154,4;2;2
414260,1;1;2
152126,1;1;1
152127,1;1;1
315974,1;1;1
227425,1;1;1
1102408,1;1;2
152137,1;1;2
152138,1;1;2
1272959,1;1;2
1102417,1;1;2
1102418,1;1;2
315987,1;1;1
1102438,2;1;1
1215932,1;1;1
1270546,1;1;1
152174,1;1;2
774769,3;4;4
152179,1;1;1
152183,1;1;1
1266298,1;1;1
152190,1;1;1
1135234,6;1;3
1135235,4;2;3
1135237,4;1;3
1266311,1;1;1
1266313,1;1;1
1266321,1;1;1
1266327,1;1;1
177467,4;1;2
742050,1;1;2;1;1;2
86693,1;1;1
1266345,1;1;1
1266346,1;1;1
152235,1;1;1
152236,1;1;1
86702,1;1;1
86705,1;6;1
742067,1;2;2
152245,4;4;4;3;4
1266358,1;1;2
1266361,1;1;4
1123103,1;2;1
152252,4;4;4;4;4
1299133,2;1;1
86721,6;1;1
742082,1;2;1
1299139,1;4;6
86724,1;1;6
1276022,4;4;4
62900,1;1;1
86737,1;1;1
152277,1;2;1
86743,1;2;1
152280,1;4;1
320292,1;1;1
152282,1;1;1
742107,1;1;1;1;2;1
1286949,1;2;1
152290,1;1;1
86755,1;1;1
975654,1;1;1
1266406,1;1;1
1266416,1;1;1
1266417,1;1;1
1266418,1;1;1
152309,4;4;4;4;4
152310,4;4;4;4;4
86775,1;1;1
1299192,1;2;1
1266425,1;1;1
86779,1;1;1
1303338,1;1;4
86782,1;6;1
1266433,1;1;1
152322,2;1;1
152323,2;1;1
774920,1;1;1
86794,6;1;6
1266444,1;6;1
86797,1;1;1
86800,1;1;6
1266451,1;1;1
1266454,1;1;1
1102621,1;1;1
152352,1;1;1
152353,1;1;1
152357,1;1;1
152366,1;1;1
152369,1;1;1
1299252,2;1;1
1102648,1;4;4
316218,1;1;1
975669,6;1;1
152387,1;1;1
742213,1;1;1
316230,1;1;1
1299273,1;4;4
152396,1;4;1
420795,1;1;1
152399,1;1;1
1266513,1;1;1
1266421,1;1;1
86868,1;6;6
86870,1;1;1
1221435,1;1;1
953830,4;4;3
152422,1;1;1
152425,1;1;1
176383,1;6;1
762320,4;4;4
1102709,1;1;1
86904,6;1;5
152441,3;2;1
152442,3;2;1
180748,1;1;1
1259669,1;6;1
1102721,1;1;1
86914,1;1;1
152459,3;1;1
152461,2;1;1
86926,1;1;1
86930,2;1;1
888302,4;4;4
152474,1;1;2
1303365,3;3;2
1135523,1;1;1
1117681,1;1;1
86959,1;1;1
152496,1;1;2
1303368,3;1;1
86968,1;1;1
1266619,1;4;1
1266620,2;3;2
152511,1;3;1
833696,4;4;5
349123,1;1;1
773622,1;1;1
152518,1;3;1
349133,1;1;1
152527,3;1;1
152535,1;3;1
349145,1;1;1
349149,1;1;1
152544,1;1;1
283618,1;1;1
152549,1;1;1
1258788,2;1;2
1135598,2;1;2
152562,1;2;1
152568,1;2;1
152569,1;2;1
229853,1;1;1
283648,1;1;1
283649,1;1;1
283650,1;1;1
152580,1;1;1
152582,1;1;1
152591,1;1;1
1102867,1;1;1
414740,1;1;1
414741,1;1;1
1102870,4;4;4
1135641,4;1;2
1117701,2;1;1
1102886,1;1;1
1102893,4;4;4
1102896,4;4;3
1102897,1;1;1
283702,2;1;2
283705,1;1;1
1135676,6;1;3
349255,1;2;2
349259,1;2;1
283724,1;1;1
775247,1;1;1
775248,1;1;1
349265,1;1;1
283738,1;1;1
283740,1;1;1
283741,1;1;1
152670,4;3;3
152674,4;3;3
316517,1;2;1
1135718,1;1;4
349291,1;1;1
152684,1;1;1
349293,1;2;1
873584,2;2;4
320360,1;1;1
152690,1;1;1
757964,1;1;1
775285,1;1;1
316534,1;1;1
775289,1;1;1
316538,1;1;1
414846,1;1;1
349311,1;1;1
316545,1;1;1
283778,1;1;1
349315,1;1;1
414855,1;1;1
414856,1;1;1
316558,1;1;1
21649,1;2;1
349339,1;2;1
775326,3;1;1
316575,1;1;3
21673,1;1;1
316589,1;2;1
1302945,1;1;6
1266864,1;1;1
1266866,2;1;1
21683,1;1;2
906423,1;1;1
906424,1;1;1
906425,1;1;1
21691,1;1;1
320373,1;1;1
47641,1;1;1
349385,1;2;1
349386,1;2;1
418679,2;1;1
349390,1;1;1
349397,1;1;1
21719,1;1;1
414936,1;1;1
414937,1;1;1
1103068,1;3;1
283879,1;4;3
1103080,1;1;1
1103082,1;1;1
742637,1;1;1
349422,1;1;2
418685,1;1;1
1299701,1;1;1;2;1
414969,1;1;1
1299707,1;1;6
1299710,1;1;1;2;1
1103107,1;1;1
742661,1;3;1
873734,3;1;1
873737,2;1;1;1;1
873738,1;1;1
873742,1;1;1
2002477,2;1;1
873744,1;1;1
2002478,2;1;1
873752,1;1;2
316697,2;1;1
152859,4;2;1
152866,1;1;1
873768,1;1;1
21801,3;3;1
873772,1;1;1
1103149,1;1;1;1;2
21806,3;3;1
1276125,1;1;1
152887,1;5;1
152888,1;5;1
152889,2;1;1
152890,2;1;1
162015,2;1;1
283967,1;1;1
21828,1;1;1
873798,1;1;1
316748,1;1;1
953912,3;1;1
129251,1;1;1
1299798,1;1;1
316761,1;1;1
152923,2;1;1
1188752,1;1;1
1103202,1;1;1
152931,1;1;1
316772,1;1;2
316773,1;1;2
284007,1;1;1
316777,2;1;1
1103211,1;6;1
1103213,2;6;1
152943,1;1;1
152944,2;1;1
1303443,4;2;1
349560,4;2;1
1103226,1;1;1
775547,1;1;2
775548,1;1;1
1103230,1;1;1
163307,1;1;1
1103234,1;1;1
284036,1;1;1
1103240,1;1;1
